ALV-6000/E-WIN Data
Date :	"10/16/2025"
Time :	"12:10:50 PM"
Samplename : 	"NaCl solvent"
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     292.17316
Viscosity [cp]  :	       1.02609
Refractive Index:	       1.33200
Wavelength [nm] :	     632.80000
Angle [°]       :	      76.99900
Duration [s]    :	        60
Runs            :	         1
Mode            :	"SINGLE AUTO CH0 "
MeanCR0 [kHz]   :	      46.39105
MeanCR1 [kHz]   :	       0.00000

"Correlation"
  1.25000E-004	  7.44970E-001
  2.50000E-004	  9.05803E-001
  3.75000E-004	  8.98402E-001
  5.00000E-004	  9.01263E-001
  6.25000E-004	  8.96474E-001
  7.50000E-004	  8.82792E-001
  8.75000E-004	  8.85715E-001
  1.00000E-003	  8.80988E-001
  1.12500E-003	  8.71224E-001
  1.25000E-003	  8.91996E-001
  1.37500E-003	  8.74395E-001
  1.50000E-003	  8.95666E-001
  1.62500E-003	  8.60215E-001
  1.75000E-003	  8.69544E-001
  1.87500E-003	  8.68425E-001
  2.00000E-003	  8.74579E-001
  2.25000E-003	  8.84592E-001
  2.50000E-003	  8.80457E-001
  2.75000E-003	  8.73180E-001
  3.00000E-003	  8.88013E-001
  3.25000E-003	  8.93548E-001
  3.50000E-003	  8.83474E-001
  3.75000E-003	  8.67925E-001
  4.00000E-003	  8.69226E-001
  4.50000E-003	  8.81509E-001
  5.00000E-003	  8.78228E-001
  5.50000E-003	  8.78057E-001
  6.00000E-003	  8.71589E-001
  6.50000E-003	  8.80856E-001
  7.00000E-003	  8.82706E-001
  7.50000E-003	  8.68309E-001
  8.00000E-003	  8.76223E-001
  9.00000E-003	  8.73829E-001
  1.00000E-002	  8.74443E-001
  1.10000E-002	  8.73681E-001
  1.20000E-002	  8.66723E-001
  1.30000E-002	  8.73619E-001
  1.40000E-002	  8.79193E-001
  1.50000E-002	  8.75275E-001
  1.60000E-002	  8.76497E-001
  1.80000E-002	  8.70110E-001
  2.00000E-002	  8.72287E-001
  2.20000E-002	  8.71859E-001
