ALV-6000/E-WIN Data
Date :	"10/16/2025"
Time :	"12:34:36 PM"
Samplename : 	"NaCl solvent"
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     292.23600
Viscosity [cp]  :	       1.02450
Refractive Index:	       1.33200
Wavelength [nm] :	     632.80000
Angle [°]       :	      94.99900
Duration [s]    :	        60
Runs            :	         1
Mode            :	"SINGLE AUTO CH0 "
MeanCR0 [kHz]   :	      12.75528
MeanCR1 [kHz]   :	       0.00000

"Correlation"
  1.25000E-004	  8.37886E-001
  2.50000E-004	  8.30482E-001
  3.75000E-004	  8.69148E-001
  5.00000E-004	  8.42000E-001
  6.25000E-004	  8.93006E-001
  7.50000E-004	  8.44468E-001
  8.75000E-004	  8.55163E-001
  1.00000E-003	  7.83589E-001
  1.12500E-003	  8.27191E-001
  1.25000E-003	  8.63389E-001
  1.37500E-003	  8.50226E-001
  1.50000E-003	  8.36241E-001
  1.62500E-003	  7.66312E-001
  1.75000E-003	  8.36241E-001
  1.87500E-003	  7.43277E-001
  2.00000E-003	  7.37107E-001
  2.25000E-003	  8.16908E-001
  2.50000E-003	  8.36652E-001
  2.75000E-003	  8.54751E-001
  3.00000E-003	  8.13617E-001
  3.25000E-003	  7.70014E-001
  3.50000E-003	  8.13205E-001
  3.75000E-003	  7.60142E-001
  4.00000E-003	  7.78239E-001
  4.50000E-003	  8.15466E-001
  5.00000E-003	  7.79473E-001
  5.50000E-003	  7.78650E-001
  6.00000E-003	  7.95515E-001
  6.50000E-003	  7.76594E-001
  7.00000E-003	  8.08267E-001
  7.50000E-003	  7.98189E-001
  8.00000E-003	  7.94999E-001
  9.00000E-003	  8.03226E-001
  1.00000E-002	  8.13818E-001
  1.10000E-002	  7.89651E-001
  1.20000E-002	  7.96953E-001
  1.30000E-002	  8.12995E-001
  1.40000E-002	  7.88314E-001
  1.50000E-002	  8.05077E-001
  1.60000E-002	  7.98551E-001
  1.80000E-002	  7.72277E-001
  2.00000E-002	  7.88319E-001
  2.20000E-002	  7.83126E-001
  2.40000E-002	  7.95878E-001
  2.60000E-002	  7.68523E-001
  2.80000E-002	  7.62353E-001
  3.00000E-002	  7.77059E-001
  3.20000E-002	  7.78405E-001
  3.60000E-002	  7.70206E-001
  4.00000E-002	  7.67198E-001
  4.40000E-002	  7.60025E-001
  4.80000E-002	  7.52235E-001
  5.20000E-002	  7.67841E-001
  5.60000E-002	  7.44394E-001
  6.00000E-002	  7.45628E-001
  6.40000E-002	  7.33825E-001
  7.20000E-002	  7.38003E-001
  8.00000E-002	  7.28902E-001
  8.80000E-002	  7.17988E-001
  9.60000E-002	  7.17423E-001
  1.04000E-001	  7.09569E-001
  1.12000E-001	  6.96367E-001
  1.20000E-001	  6.93436E-001
  1.28000E-001	  6.85700E-001
  1.44000E-001	  6.79948E-001
  1.60000E-001	  6.70455E-001
  1.76000E-001	  6.51937E-001
  1.92000E-001	  6.44514E-001
  2.08000E-001	  6.25765E-001
  2.24000E-001	  6.20424E-001
  2.40000E-001	  6.11548E-001
  2.56000E-001	  5.97246E-001
  2.88000E-001	  5.83902E-001
  3.20000E-001	  5.57663E-001
  3.52000E-001	  5.41276E-001
  3.84000E-001	  5.27342E-001
  4.16000E-001	  5.08343E-001
  4.48000E-001	  4.94362E-001
  4.80000E-001	  4.78746E-001
  5.12000E-001	  4.68233E-001
  5.76000E-001	  4.38598E-001
  6.40000E-001	  4.15935E-001
  7.04000E-001	  3.96498E-001
  7.68000E-001	  3.75560E-001
  8.32000E-001	  3.54200E-001
  8.96000E-001	  3.36036E-001
  9.60000E-001	  3.21681E-001
  1.02400E+000	  3.06583E-001
  1.15200E+000	  2.77184E-001
  1.28000E+000	  2.57378E-001
  1.40800E+000	  2.37060E-001
  1.53600E+000	  2.19815E-001
  1.66400E+000	  2.05690E-001
  1.79200E+000	  1.94364E-001
  1.92000E+000	  1.78965E-001
  2.01600E+000	  1.70986E-001
  2.27200E+000	  1.52561E-001
  2.52800E+000	  1.35460E-001
  2.78400E+000	  1.21431E-001
  3.04000E+000	  1.09804E-001
  3.29600E+000	  9.89025E-002
  3.55200E+000	  8.85264E-002
  3.80800E+000	  8.10754E-002
  4.06400E+000	  7.59911E-002
  4.57600E+000	  6.43362E-002
  5.08800E+000	  5.56904E-002
  5.60000E+000	  5.21007E-002
  6.11200E+000	  5.01105E-002
  6.62400E+000	  4.83899E-002
  7.13600E+000	  4.47100E-002
  7.64800E+000	  3.99256E-002
  8.16000E+000	  3.47589E-002
  9.18400E+000	  2.65406E-002
  1.02080E+001	  2.35209E-002
  1.12320E+001	  1.86388E-002
  1.22560E+001	  1.78772E-002
  1.32800E+001	  1.50520E-002
  1.43040E+001	  1.40614E-002
  1.53280E+001	  1.04133E-002
  1.63520E+001	  1.23744E-002
  1.84000E+001	  1.35481E-002
  2.04480E+001	  1.47600E-002
  2.24960E+001	  1.48828E-002
  2.45440E+001	  1.60484E-002
