ALV-6000/E-WIN Data
Date :	"10/16/2025"
Time :	"12:22:44 PM"
Samplename : 	"NaCl solvent"
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     292.20474
Viscosity [cp]  :	       1.02529
Refractive Index:	       1.33200
Wavelength [nm] :	     632.80000
Angle [°]       :	      85.99900
Duration [s]    :	        60
Runs            :	         1
Mode            :	"SINGLE AUTO CH0 "
MeanCR0 [kHz]   :	      39.39706
MeanCR1 [kHz]   :	       0.00000

"Correlation"
  1.25000E-004	  8.31304E-001
  2.50000E-004	  1.00722E+000
  3.75000E-004	  1.00084E+000
  5.00000E-004	  9.85149E-001
  6.25000E-004	  9.59623E-001
  7.50000E-004	  9.85407E-001
  8.75000E-004	  9.91444E-001
  1.00000E-003	  9.75318E-001
  1.12500E-003	  9.66177E-001
  1.25000E-003	  9.89202E-001
  1.37500E-003	  9.97394E-001
  1.50000E-003	  9.64452E-001
  1.62500E-003	  9.77301E-001
  1.75000E-003	  9.69971E-001
  1.87500E-003	  9.81699E-001
  2.00000E-003	  9.78983E-001
  2.25000E-003	  9.75102E-001
  2.50000E-003	  9.70747E-001
  2.75000E-003	  9.81872E-001
  3.00000E-003	  9.68591E-001
  3.25000E-003	  9.83424E-001
  3.50000E-003	  9.67643E-001
  3.75000E-003	  9.74757E-001
  4.00000E-003	  9.65162E-001
  4.50000E-003	  9.70099E-001
  5.00000E-003	  9.67964E-001
  5.50000E-003	  9.72600E-001
  6.00000E-003	  9.70940E-001
  6.50000E-003	  9.64062E-001
  7.00000E-003	  9.68697E-001
  7.50000E-003	  9.67102E-001
  8.00000E-003	  9.70546E-001
  9.00000E-003	  9.65415E-001
  1.00000E-002	  9.76377E-001
  1.10000E-002	  9.69920E-001
  1.20000E-002	  9.62795E-001
  1.30000E-002	  9.76205E-001
  1.40000E-002	  9.63334E-001
  1.50000E-002	  9.63949E-001
  1.60000E-002	  9.61009E-001
  1.80000E-002	  9.63677E-001
  2.00000E-002	  9.60195E-001
  2.20000E-002	  9.64394E-001
  2.40000E-002	  9.56827E-001
  2.60000E-002	  9.61225E-001
  2.80000E-002	  9.63311E-001
  3.00000E-002	  9.68226E-001
  3.20000E-002	  9.58363E-001
  3.60000E-002	  9.55768E-001
  4.00000E-002	  9.55531E-001
  4.40000E-002	  9.55318E-001
  4.80000E-002	  9.54733E-001
  5.20000E-002	  9.52287E-001
  5.60000E-002	  9.48029E-001
  6.00000E-002	  9.52009E-001
  6.40000E-002	  9.49409E-001
  7.20000E-002	  9.48654E-001
  8.00000E-002	  9.43651E-001
  8.80000E-002	  9.38061E-001
  9.60000E-002	  9.35442E-001
  1.04000E-001	  9.30234E-001
  1.12000E-001	  9.33096E-001
  1.20000E-001	  9.30624E-001
  1.28000E-001	  9.26270E-001
  1.44000E-001	  9.21095E-001
  1.60000E-001	  9.14555E-001
  1.76000E-001	  9.08593E-001
  1.92000E-001	  9.05112E-001
  2.08000E-001	  9.01255E-001
  2.24000E-001	  8.96507E-001
  2.40000E-001	  8.91266E-001
  2.56000E-001	  8.87710E-001
  2.88000E-001	  8.76568E-001
  3.20000E-001	  8.69454E-001
  3.52000E-001	  8.60123E-001
  3.84000E-001	  8.52539E-001
  4.16000E-001	  8.44130E-001
  4.48000E-001	  8.35494E-001
  4.80000E-001	  8.30270E-001
  5.12000E-001	  8.22557E-001
  5.76000E-001	  8.08892E-001
  6.40000E-001	  7.94835E-001
  7.04000E-001	  7.82756E-001
  7.68000E-001	  7.71696E-001
  8.32000E-001	  7.59950E-001
  8.96000E-001	  7.48966E-001
  9.60000E-001	  7.38096E-001
  1.02400E+000	  7.28400E-001
  1.15200E+000	  7.11361E-001
  1.28000E+000	  6.94201E-001
  1.40800E+000	  6.79199E-001
  1.53600E+000	  6.63771E-001
  1.66400E+000	  6.49822E-001
  1.79200E+000	  6.38013E-001
  1.92000E+000	  6.26250E-001
  2.01600E+000	  6.25366E-001
  2.27200E+000	  6.06207E-001
  2.52800E+000	  5.88466E-001
  2.78400E+000	  5.72104E-001
  3.04000E+000	  5.57914E-001
  3.29600E+000	  5.45146E-001
  3.55200E+000	  5.34400E-001
  3.80800E+000	  5.23857E-001
  4.06400E+000	  5.14168E-001
  4.57600E+000	  4.97803E-001
  5.08800E+000	  4.83398E-001
