,radius(nm),distrib,err
151,2.621700979370955,0.0,1.7e-17
152,2.4758593431733495,0.0,3.3e-17
153,2.3381359852468417,0.0,2.6e-17
154,2.208099846568188,0.0,2.6e-17
155,2.0852480249436036,0.0,3.1e-17
156,1.9692931476909254,0.0,2.8e-17
157,1.8597323126163692,0.0,3.1e-17
158,1.7562781470377717,0.0,3.2e-17
159,1.6585714351024299,0.0,2e-17
160,1.5663248041281803,0.0,2.6e-17
161,1.4791790382623202,0.0,1.8e-17
162,1.3969186079932272,0.0,4.6e-17
163,1.319184297468198,0.0,1.9e-17
164,1.2458324203461508,0.0,9.2e-18
165,1.1765037607743822,0.0,1.7e-17
166,1.1110546324118113,0.0,9e-18
167,1.0492695057468158,0.0,2.1e-17
168,0.9909328512677733,0.0,2.3e-17
169,0.9357572962925214,0.0,2.4e-17
170,0.8837428408210599,0.0,2e-17
171,0.8346021121712263,0.0,1.9e-17
172,0.7881914240019388,0.0,7.6e-18
173,0.7442952468015757,0.0,1.3e-17
174,0.7029135805701365,0.0,6.8e-18
175,0.6638093428448376,0.0,2e-17
176,0.6268891375039757,0.0,1.6e-17
177,0.5920164625235235,0.0,9.4e-18
178,0.55908355314767,0.0,9.2e-18
179,0.5279826446206042,0.0,5.7e-18
180,0.49861315650356897,0.0,1.3e-17
181,0.47088169267486163,0.0,1e-17
182,0.4446876726957251,0.0,9.7e-18
183,0.41995206907856464,0.0,5.8e-18
184,0.3965886700187314,0.0,5.7e-18
185,0.37452563234568476,0.0,6.4e-18
186,0.35369829720593793,0.0,8.2e-18
187,0.33402045279484216,0.0,7.3e-18
188,0.3154418088930191,0.0,7.5e-18
189,0.2978905223299279,0.0,4.5e-18
190,0.2813234872032441,0.0,3e-18
191,0.2656760446594813,0.0,2.8e-18
192,0.25089790447926086,0.0,2.6e-18
193,0.23693877644320427,0.0,1.7e-18
194,0.22376273896604124,0.0,3.2e-18
