,radius(nm),distrib,err
52,619.3120071983188,0.11708293452584204,0.0039
53,588.5126038087805,0.13269399246262095,0.0052
54,559.2473262996509,0.13629654429418533,0.0056
55,531.4358156962418,0.12739023559948454,0.0051
56,505.00501838520063,0.10747612964167037,0.0042
57,479.88918611450976,0.08040695546283255,0.0039
58,456.02257063215166,0.051186257273477094,0.0042
59,433.34672904744417,0.0253879833241078,0.0038
60,411.7959131083697,0.007640412009442769,0.0022
61,391.3189852855812,0.0,1.8e-17
62,371.8575026883966,0.0,2.6e-17
63,353.36032778746903,0.0,5e-17
64,335.7909337761218,0.0,3e-17
65,319.0908777636729,0.0,5.8e-17
66,303.22363294344586,0.0,3.4e-17
67,288.13806178609366,0.0,3.8e-17
68,273.81224820761065,0.0,3e-17
69,260.1950546786496,0.0,4.9e-17
70,247.25725975386965,0.0,4.8e-17
71,234.95503126525898,0.0,3.7e-17
72,223.2737584901471,0.0,3e-17
73,212.16960926052226,0.0,4.3e-17
74,201.6206674923787,0.0,4.1e-17
75,191.59040637903993,0.0,2.7e-17
76,182.06421519783547,0.0,4.7e-17
77,173.0055671420889,0.0,4.4e-17
78,164.40715685046496,0.0,4.2e-17
79,156.22515215495193,0.0,5.1e-17
80,148.4595530555498,0.0,3.6e-17
81,141.07383274558225,0.0,7e-17
82,134.06068586371396,0.0,7.9e-17
83,127.39089096460377,0.0,5.4e-17
84,121.05714268691644,0.0,2e-17
85,115.03752494664614,0.0,3.8e-17
86,109.3174270211223,0.0,6.3e-17
87,103.88223818767437,0.0,3.7e-17
88,98.71004236229649,0.0,4.8e-17
89,93.80083954498866,0.0,5.9e-17
90,89.14001901308035,0.0,3.9e-17
91,84.7056646825657,0.0,2.8e-17
92,80.49047119210942,0.0,5.8e-17
93,76.48713318037628,0.0,2.4e-17
94,72.68615367763034,0.0,1.3e-16
95,69.07146088893407,0.0,3.9e-17
96,65.63647998908564,0.0,3.3e-17
97,62.37171400834924,0.0,3.4e-17
98,59.26985758538957,0.0002730934430094213,0.0058
99,56.3221442866043,0.0011087853970481452,0.0077
100,53.52126875065813,0.0017862652831506667,0.0039
101,50.85992561621582,0.0016952007785194564,0.0027
102,48.330078985808534,0.000895234130143746,0.0071
103,45.92661510650158,9.622816225645274e-05,0.0057
104,43.64295915309321,0.0,1.1e-16
105,41.47253630038167,0.0,1.9e-17
106,39.40950225929874,0.0,1.5e-16
107,37.45020434917678,0.0,8.8e-17
108,35.587337208680516,0.0,9e-17
109,33.81797869327582,0.0,8.9e-17
110,32.13555397776095,0.0,5.4e-17
111,30.537871453735328,0.0,3e-17
112,29.01908683213072,0.0,4.6e-17
113,27.575547432279492,0.0,7e-17
114,26.204331109647537,0.0,4.6e-17
115,24.90105464743367,0.0,7.7e-17
116,23.662795901103802,0.0,5.9e-17
117,22.485902189990274,0.0,5.4e-17
118,21.367451369558985,0.0,3.8e-17
119,20.305251831409343,0.0,5.9e-17
120,19.29565089487372,0.0,1.7e-17
121,18.335726415417994,0.0,8e-17
122,17.424017320775114,0.0,6.5e-17
123,16.55760146641097,0.0,1.4e-16
124,15.73355670779144,0.0,5.1e-17
125,14.951152508783007,0.0,6.6e-17
126,14.208197260985083,0.0,5.3e-17
127,13.501038283730026,0.0,5.2e-17
128,12.829675577017843,0.0,8.5e-17
129,12.191917532447942,0.0,6.1e-17
130,11.585572541619745,0.0,7.8e-17
131,11.009179532266193,0.0,3.1e-17
132,10.46200796825376,0.0,7e-17
133,9.941135705048332,0.0,1.1e-16
134,9.447293278783437,0.0,4.7e-17
135,8.977558544924968,0.0,6e-17
136,8.530470431205861,0.0,4.9e-17
137,8.10675947375965,0.0,6.5e-17
138,7.703503528052224,0.0,6.7e-17
139,7.31997205795005,0.0,2.3e-16
140,6.956238117066484,0.0,6.2e-17
141,6.610329257841,0.0,4e-17
142,6.281514944140071,0.0,1.4e-16
143,5.969137693443519,0.0,1.5e-16
144,5.672320862391113,0.0,1.2e-16
145,5.3901878076226195,0.0,1.6e-17
146,5.1221541002312145,0.0,8.8e-17
147,4.867416150470019,0.0,1.3e-16
148,4.625316475818857,0.0,2.5e-17
149,4.395343700984259,0.0,2.1e-17
150,4.176694236219344,0.0,3.9e-17
151,3.9690028134573474,0.0,6.7e-17
152,3.7716119501780954,0.0,3.6e-17
153,3.584083324701471,0.0,1e-16
154,3.4058325081206515,0.0,8.9e-17
155,3.2364211787555197,0.0,1.3e-17
156,3.0754840685393128,0.0,2e-17
157,2.9225098021785603,0.0,7.9e-17
158,2.7772061652198516,0.0,1.2e-16
159,2.639061782369716,0.0,4.8e-17
160,2.507857492788097,0.0,4e-17
161,2.383081921181523,0.0,2.8e-17
162,2.264588960323289,0.0,5.2e-17
163,2.1519402885332797,0.0,3.4e-17
164,2.0449167449714354,0.0,3.3e-17
165,1.9432261151843446,0.0,4.5e-17
166,1.8465761847185969,0.0,3.8e-17
167,1.754747792734134,0.0,1.7e-17
168,1.6675217783908969,0.0,7.3e-17
169,1.5846059272354744,0.0,3.1e-17
170,1.5057810784278087,0.0,4.8e-17
171,1.430901124741194,0.0,4.1e-17
172,1.3597469053355715,0.0,2.4e-17
173,1.2920992593708835,0.0,7e-17
174,1.2278120796204242,0.0,2.9e-17
175,1.1668123124708403,0.0,3.1e-17
176,1.1087346898553685,0.0,2.1e-17
177,1.053652265387361,0.0,4.5e-17
178,1.0011997710000544,0.0,3.4e-17
179,0.9514502603068008,0.0,6.4e-17
180,0.9041115188541897,0.0,1.8e-17
181,0.8591104930288681,0.0,1.9e-17
182,0.8164471828308358,0.0,1.8e-17
183,0.7758293738066819,0.0,3.9e-18
184,0.7372570659564063,0.0,1.8e-17
185,0.7005695413306327,0.0,3.8e-17
186,0.6657302731226847,0.0,1.4e-17
187,0.632622375551198,0.0,1.9e-17
188,0.6011581842801493,0.0,3.9e-17
189,0.5712646456961855,0.0,1.5e-17
190,0.5428540954632837,0.0,7.3e-18
191,0.5158534799680907,0.0,5.9e-18
192,0.49020435631992443,0.0,5.8e-18
193,0.46582636554409673,0.0,3.8e-18
