,radius(nm),distrib,err
7,6149.360957584865,0.0,4.1e-19
8,5843.5585320900655,0.0,2.4e-19
9,5552.951258172647,0.0,1e-18
10,5276.808599699082,0.0,6.4e-19
11,5014.400020535843,0.0,6.7e-19
12,4764.994984549401,0.0,5.6e-19
13,4528.009062832934,0.0,5.6e-19
14,4302.857826479621,0.0,1.5e-18
15,4088.883792969284,0.0,9.3e-19
16,3885.502533395103,0.0,4.1e-18
17,3692.2757260769604,0.0,3.1e-18
18,3508.618942108034,0.0,2e-18
19,3334.16691342156,0.0,9.1e-19
20,3168.3352111107156,0.0,3.8e-18
21,3010.7585671087368,0.0,2.7e-18
22,2861.0717133488597,0.0,2.1e-18
23,2718.7632745376154,0.0,1.8e-18
24,2583.541036221592,0.0,8.2e-19
25,2455.0397303340255,0.0,7.1e-19
26,2332.9671424215053,0.0,7.8e-18
27,2216.958004417267,0.0,4.2e-18
28,2106.7201018678998,0.0,2.7e-18
29,2001.9612203199918,0.0,4.7e-18
30,1902.3891453201325,0.0,7.2e-18
31,1807.784716028263,0.0,5.7e-18
32,1717.8557179909726,0.0,1.4e-17
33,1632.4560439815552,0.0,5.9e-18
34,1551.220425933247,0.0,2.2e-17
35,1474.0758102326959,0.0,1.8e-17
36,1400.8030360398425,0.0,5.5e-18
37,1331.1098889012762,0.0,7e-18
38,1264.923315203644,0.0,1.2e-17
39,1202.0241541068876,0.0,1.1e-17
40,1142.2662983843013,0.0,1.4e-17
41,1085.4305871958268,0.0,1.7e-17
42,1031.4439669281114,0.0,1.7e-18
43,980.1603303544492,0.0,5.5e-18
44,931.433570248135,0.0,1.3e-17
45,885.1175793824632,0.0,9e-18
46,841.0662505307279,0.0,2.1e-17
47,799.279583692929,0.0025377976235686785,0.0026
48,759.4653644156559,0.014270108088363312,0.0047
49,721.725867757602,0.035715298574592325,0.0052
50,685.8346275173739,0.06353500438500607,0.0042
51,651.7258954429541,0.09252553954067824,0.0032
