,tau,corrFit,corrIn
0,7.5e-07,1.0,1.0
1,8.75e-07,0.9994800676,0.999481
2,1e-06,0.998124879844,0.998124
3,1.125e-06,0.999068217156,0.999069
4,1.25e-06,0.9957305667690001,0.995731
5,1.375e-06,0.999344107584,0.999345
6,1.5e-06,0.9948067599999999,0.994806
7,1.625e-06,0.9971340563559999,0.997135
8,1.75e-06,0.9931876417440001,0.993187
9,1.875e-06,0.9941884681000001,0.994189
10,2e-06,0.9950082450009999,0.995008
11,2.25e-06,0.9911198025000001,0.99112
12,2.5e-06,0.992836873744,0.992837
13,2.75e-06,0.991048124196,0.991049
14,3e-06,0.9892311492009999,0.989232
15,3.25e-06,0.9891754523290001,0.989175
16,3.5e-06,0.989412174864,0.989413
17,3.75e-06,0.9884316516010001,0.988431
18,4e-06,0.985796794129,0.985797
19,4.5e-06,0.984909365476,0.984909
20,5e-06,0.985091980324,0.985093
21,5.5e-06,0.9814726202490001,0.981473
22,6e-06,0.9815201740889999,0.98152
23,6.5e-06,0.9787580196840001,0.978759
24,7e-06,0.9763613721000001,0.976362
25,7.5e-06,0.9773022793959999,0.977302
26,8e-06,0.9729297223840001,0.97293
27,9e-06,0.969576978241,0.969576
28,1e-05,0.9682678080360001,0.968267
29,1.1e-05,0.9640490595999999,0.96405
30,1.2e-05,0.9616704999039999,0.96167
31,1.3e-05,0.958194307876,0.958195
32,1.4e-05,0.954093307729,0.954093
33,1.5e-05,0.9516919492090001,0.951692
34,1.6e-05,0.9491396806440001,0.949139
35,1.8e-05,0.9422216037610001,0.942222
36,2e-05,0.934965228096,0.934965
37,2.2e-05,0.929396258704,0.929397
38,2.4e-05,0.923092443729,0.923092
39,2.6e-05,0.916132293904,0.916132
40,2.8e-05,0.9112745244489999,0.911275
41,3e-05,0.9056263027360001,0.905627
42,3.2e-05,0.8995194649,0.89952
43,3.6e-05,0.886838441841,0.886839
44,4e-05,0.875076057025,0.875076
45,4.4e-05,0.863721161956,0.863722
46,4.8e-05,0.852719271184,0.852719
47,5.2e-05,0.840663433129,0.840664
48,5.6e-05,0.829489242169,0.829489
49,6e-05,0.8188983049,0.818899
50,6.4e-05,0.8076688796159999,0.807669
51,7.2e-05,0.7862776787290001,0.786277
52,8e-05,0.7655165038439999,0.765516
53,8.8e-05,0.745658155225,0.745658
54,9.6e-05,0.7259892025,0.72599
55,0.000104,0.7075467809639999,0.707546
56,0.000112,0.688921580169,0.688921
57,0.00012,0.6710951936160001,0.671095
58,0.000128,0.6533973889,0.653397
59,0.000144,0.619397332324,0.619397
60,0.00016,0.587373558409,0.587374
61,0.000176,0.5566920699239999,0.556692
62,0.000192,0.528104517264,0.528105
63,0.000208,0.500936957361,0.500937
64,0.000224,0.474883617924,0.474884
65,0.00024,0.450678598276,0.450679
66,0.000256,0.427756548961,0.427756
67,0.000288,0.3851828381610001,0.385183
68,0.00032,0.34664658028900003,0.346646
69,0.000352,0.311878688521,0.311879
70,0.000384,0.28105584160900005,0.281056
71,0.000416,0.252830969329,0.252831
72,0.000448,0.227983330576,0.227983
73,0.00048,0.20563322702399997,0.205633
74,0.000512,0.185938614436,0.185939
75,0.000576,0.151421378641,0.151421
76,0.00064,0.123470012689,0.12347
77,0.000704,0.10065517664399999,0.100655
78,0.000768,0.08184577156899998,0.0818456
79,0.000832,0.066519115569,0.066519
80,0.000896,0.054396699361,0.0543968
81,0.00096,0.044743671729,0.0447437
82,0.001024,0.037213882281,0.0372138
83,0.001152,0.024703666276000003,0.0247036
84,0.00128,0.015895662084,0.0158957
85,0.001408,0.010071126025,0.0100711
86,0.001536,0.00570216786129,0.00570217
87,0.001664,0.0027117847950399996,0.00271178
88,0.001792,0.0009209889648400001,0.000920987
89,0.00192,0.00070425482884,0.000704255
90,0.002016,0.00052232359936,0.000522323
91,0.002272,0.00033463019041000004,0.000334631
92,0.002528,0.00012154842001000001,0.000121548
93,0.002784,0.00041742984721000005,-0.000417429
94,0.00304,0.00129374737969,-0.00129375
95,0.003296,0.00158080988836,-0.00158081
96,0.003552,0.00038363881688999993,-0.000383637
97,0.003808,0.00097255412164,0.000972557
98,0.004064,0.0015038961560099998,0.0015039
99,0.004576,0.00324964983249,0.00324965
100,0.005088,0.0009150685500099999,-0.000915068
101,0.0056,0.00334035449764,-0.00334036
102,0.006112,0.0025164469616399997,-0.00251645
103,0.006624,0.00202930428484,-0.0020293
