,tau,corrFit,corrIn
104,0.007136,0.00033444362884,0.000334445
105,0.007648,0.0005102087088400001,-0.000510209
106,0.00816,0.00115193038801,-0.00115193
107,0.009184,0.00270637171984,-0.00270637
108,0.01021,0.000719473329,0.000719474
109,0.01123,0.00098628658704,-0.000986285
110,0.01226,0.00044852886225,0.000448529
111,0.01328,0.00030170647808999994,0.000301707
112,0.0143,0.0006312254256399999,-0.000631225
113,0.01533,0.00013443938704000002,-0.000134439
114,0.01635,0.0007691747560000001,-0.000769175
115,0.0184,0.00019409505123999999,0.000194094
116,0.02045,0.0007108089210000001,0.000710807
117,0.0225,0.00118197752401,-0.00118198
118,0.02454,0.0015390164380900003,-0.00153902
119,0.02659,8.310801964960001e-05,-8.3108e-05
120,0.02864,0.00035654502976,-0.000356545
121,0.03069,0.00050802455236,0.000508026
122,0.03274,0.00028161874225000004,0.00028162
123,0.03683,0.00091897497316,-0.000918974
124,0.04093,0.00026066425400999996,-0.000260665
125,0.04502,0.00044305619121,0.000443057
126,0.04912,0.00033446923225,0.000334469
127,0.05322,9.176605389159999e-05,-9.17661e-05
128,0.05731,0.00026538039024999997,-0.00026538
129,0.06141,0.00140769036864,0.00140769
130,0.0655,0.0009962166564099998,0.000996217
131,0.0737,4.4657142760000005e-05,4.46571e-05
132,0.08189,0.00012141395344,-0.000121414
133,0.09008,0.0006739475602500001,0.000673945
134,0.09827,0.0013896418284100002,0.00138964
135,0.1065,0.00066127665409,0.000661278
136,0.1147,0.00023330424048999997,0.000233305
137,0.1228,0.00013725996964,0.00013726
138,0.131,3.51024255729e-05,3.51024e-05
139,0.1474,0.00023268756680999998,-0.000232689
140,0.1638,0.00011835916849,0.00011836
141,0.1802,0.00033622356496,-0.000336225
142,0.1966,0.00015246075625000003,-0.000152461
143,0.213,1.61337182224e-05,1.61337e-05
144,0.2293,0.00036374881284000006,0.00036375
145,0.2457,0.00062493000196,0.000624932
146,0.2621,0.00014041065025000002,0.00014041
147,0.2949,0.00023617849761000003,-0.000236178
148,0.3276,6.588163056250002e-05,-6.58817e-05
149,0.3604,0.00014317797648999997,0.000143178
150,0.3932,5.43944600676e-05,-5.43945e-05
151,0.426,0.00027413756041000007,-0.000274137
152,0.4587,9.791062920039998e-05,-9.79107e-05
153,0.4915,0.00017818512196000002,-0.000178185
154,0.5243,3.12874659904e-05,-3.12875e-05
155,0.5898,4.21841157049e-05,-4.21841e-05
156,0.6553,0.00010316261760999999,0.000103162
157,0.7209,5.80107675904e-05,-5.80107e-05
158,0.7864,0.00044625295009,-0.000446252
159,0.8519,5.25591650529e-05,-5.25592e-05
160,0.9175,6.800245324959999e-05,6.80025e-05
161,0.983,7.452264602250001e-05,-7.45227e-05
162,1.049,0.00022619859201000001,-0.0002262
163,1.18,0.00028481287696,-0.000284813
164,1.311,0.00014262808329,-0.000142629
165,1.442,0.00015976201609,-0.000159762
166,1.573,0.00016565491849,-0.000165655
167,1.704,5.56223606416e-05,-5.56224e-05
168,1.835,7.29032499556e-05,7.29032e-05
169,1.966,0.00027465438529,0.000274653
170,2.097,4.69035959044e-05,4.69036e-05
171,2.359,1.87878035601e-05,1.87878e-05
172,2.621,0.00016008575625,-0.000160085
173,2.884,2.3686618272099997e-05,2.36866e-05
174,3.146,4.1168815801e-06,-4.11689e-06
175,3.408,0.00012013256024999999,0.000120132
176,3.67,0.00013358274084,0.000133582
177,3.932,0.00025537318415999995,-0.000255373
178,4.194,0.00018442726415999997,-0.000184426
179,4.719,4.066855229609999e-05,4.06685e-05
180,5.243,5.32241743401e-05,5.32242e-05
181,5.767,0.00025998660081,-0.000259987
