,tau,corrFit,corrIn
0,7.5e-07,0.997084128681,0.997085
1,8.75e-07,0.997473597696,0.997474
2,1e-06,0.994842666724,0.994843
3,1.125e-06,0.996515041536,0.996515
4,1.25e-06,0.9986404623999999,0.99864
5,1.375e-06,1.0,1.0
6,1.5e-06,0.9978131968359999,0.997814
7,1.625e-06,0.9969483317290001,0.996948
8,1.75e-06,0.994363963684,0.994365
9,1.875e-06,0.994425789681,0.994426
10,2e-06,0.996612873025,0.996612
11,2.25e-06,0.996227564544,0.996227
12,2.5e-06,0.9957405454239999,0.995741
13,2.75e-06,0.996688745649,0.996689
14,3e-06,0.998712414736,0.998713
15,3.25e-06,0.9953653824,0.995365
16,3.5e-06,0.9950202150490001,0.995021
17,3.75e-06,0.995299536609,0.9953
18,4e-06,0.9941585556250001,0.994159
19,4.5e-06,0.9947588853760001,0.994758
20,5e-06,0.9956247961,0.995624
21,5.5e-06,0.995211745609,0.995211
22,6e-06,0.993514549504,0.993515
23,6.5e-06,0.993648118761,0.993648
24,7e-06,0.9928348809210001,0.992835
25,7.5e-06,0.995377354596,0.995377
26,8e-06,0.9935504329000001,0.993551
27,9e-06,0.9921255630250001,0.992126
28,1e-05,0.9912512194559999,0.991252
29,1.1e-05,0.99141849,0.991418
30,1.2e-05,0.9910979005209999,0.991098
31,1.3e-05,0.9901424134810001,0.990143
32,1.4e-05,0.9898757556249999,0.989876
33,1.5e-05,0.988519143049,0.988519
34,1.6e-05,0.9890620742559999,0.989062
35,1.8e-05,0.9878551002810001,0.987856
36,2e-05,0.9872568576640001,0.987256
37,2.2e-05,0.985199175184,0.9852
38,2.4e-05,0.984625552089,0.984625
39,2.6e-05,0.9830742330009999,0.983075
40,2.8e-05,0.982370393316,0.98237
41,3e-05,0.981561784644,0.981561
42,3.2e-05,0.980803026025,0.980804
43,3.6e-05,0.978463223929,0.978464
44,4e-05,0.976228969849,0.976229
45,4.4e-05,0.974861997201,0.974861
46,4.8e-05,0.972126981225,0.972128
47,5.2e-05,0.9701127132490001,0.970112
48,5.6e-05,0.9680395321,0.96804
49,6e-05,0.9659548089,0.965955
50,6.4e-05,0.963946948864,0.963947
51,7.2e-05,0.959514284304,0.959514
52,8e-05,0.956085017616,0.956086
53,8.8e-05,0.951896825104,0.951896
54,9.6e-05,0.947653575625,0.947653
55,0.000104,0.9434314604159999,0.943431
56,0.000112,0.939633606409,0.939634
57,0.00012,0.9357873043210001,0.935788
58,0.000128,0.9320512231839999,0.932052
59,0.000144,0.9241053804160001,0.924105
60,0.00016,0.916105493956,0.916106
61,0.000176,0.908256650625,0.908257
62,0.000192,0.9004966130250001,0.900496
63,0.000208,0.8928567979209999,0.892857
64,0.000224,0.885097113616,0.885097
65,0.00024,0.878053332025,0.878053
66,0.000256,0.8706644128359999,0.870665
67,0.000288,0.8557360036,0.855736
68,0.00032,0.841518179649,0.841519
69,0.000352,0.8270829324810001,0.827083
70,0.000384,0.813407375881,0.813408
71,0.000416,0.799631196841,0.799632
72,0.000448,0.785933667841,0.785933
73,0.00048,0.7728818647689999,0.772882
74,0.000512,0.760134628449,0.760135
75,0.000576,0.7347455519289999,0.734745
76,0.00064,0.710273071729,0.710273
77,0.000704,0.686778495841,0.686778
78,0.000768,0.6642135900489999,0.664213
79,0.000832,0.6421586171039999,0.642159
80,0.000896,0.621257663601,0.621258
81,0.00096,0.600710253025,0.60071
82,0.001024,0.574607964841,0.574608
83,0.001152,0.537482529424,0.537482
84,0.00128,0.502873866496,0.502874
85,0.001408,0.4707236046489999,0.470724
86,0.001536,0.44066230297599995,0.440662
87,0.001664,0.412911626724,0.412912
88,0.001792,0.38635423747599995,0.386354
89,0.00192,0.3616170117160001,0.361617
90,0.002016,0.349401574404,0.349401
91,0.002272,0.306701085636,0.306701
92,0.002528,0.269389026729,0.269389
93,0.002784,0.23653340440899998,0.236533
94,0.00304,0.2075075809,0.207508
95,0.003296,0.182172751489,0.182173
96,0.003552,0.159653787489,0.159654
97,0.003808,0.14044580712100002,0.140446
98,0.004064,0.1241998564,0.1242
99,0.004576,0.09572155332100002,0.0957215
100,0.005088,0.073336972864,0.0733368
101,0.0056,0.0557668225,0.055767
102,0.006112,0.04278899102500001,0.042789
103,0.006624,0.034022171401,0.034022
104,0.007136,0.027828245124,0.0278284
105,0.007648,0.022902584896,0.0229027
106,0.00816,0.019552428900000002,0.0195525
107,0.009184,0.016449088516,0.0164492
108,0.01021,0.015809793168999997,0.0158098
109,0.01123,0.013119640681000001,0.0131197
110,0.01226,0.009843814656,0.00984382
111,0.01328,0.00848732885289,0.00848733
112,0.0143,0.00782904662761,0.00782905
113,0.01533,0.00626799973849,0.006268
114,0.01635,0.00168101640004,0.00168102
115,0.0184,0.004813182004409999,-0.00481318
116,0.02045,0.00290550106729,-0.0029055
117,0.0225,0.0014520977209599999,-0.0014521
118,0.02454,0.00110295059449,-0.00110295
119,0.02659,0.00259298897796,0.00259299
120,0.02864,0.0017377976316099999,0.0017378
121,0.03069,0.0034473103104399995,-0.00344731
122,0.03274,0.0043558548012099995,-0.00435586
123,0.03683,0.00583205615041,0.00583206
124,0.04093,0.011860081216,0.01186
125,0.04502,0.0059884846560900006,0.00598848
126,0.04912,0.0027841346720100003,-0.00278413
127,0.05322,0.00272672996761,0.00272673
128,0.05731,0.0054729516243600005,-0.00547295
129,0.06141,0.002586434449,-0.00258643
130,0.0655,0.001151719969,-0.00115172
131,0.0737,9.392904888999999e-05,9.3929e-05
132,0.08189,0.00011520802225,-0.000115208
133,0.09008,0.00011824170121000001,-0.000118241
134,0.09827,0.00195356928064,0.00195357
135,0.1065,0.00337146293449,-0.00337146
136,0.1147,0.00263727439936,-0.00263727
137,0.1228,0.0010843585561600003,0.00108436
138,0.131,0.0012000265939600002,-0.00120003
139,0.1474,0.00546116566009,-0.00546117
140,0.1638,0.004764064092840001,0.00476407
141,0.1802,0.0026945858083600002,0.00269459
142,0.1966,0.00319144775041,-0.00319145
143,0.213,0.00588103400641,0.00588104
