,radius(nm),distrib,err
8,4608.124136255618,0.0,5.5e-19
9,4392.590002871897,0.0,4.8e-19
10,4187.166988131556,0.0,1.5e-19
11,3991.3458990093895,0.0,4e-19
12,3804.6175424801913,0.0,1.4e-18
13,3626.6909511009862,0.0,1.8e-19
14,3457.056931846568,0.0,1.4e-18
15,3295.3517754132195,0.0,1.5e-18
16,3141.21177249722,0.0,2.4e-18
17,2994.345955655595,0.0,2.3e-18
18,2854.2451318631383,0.0,1.5e-18
19,2720.763817398363,0.0,2.6e-18
20,2593.5383029575496,0.0,7.7e-19
21,2472.20487923698,0.0,1.3e-18
22,2356.6180625151665,0.0,1.4e-18
23,2246.341401627646,0.0,3.9e-18
24,2141.302154713676,0.0,3.2e-18
25,2041.1366124695362,0.0001100246681813436,0.0013
26,1945.6992911737404,0.0003738235768781957,0.0031
27,1854.6992233833132,0.000780684588242145,0.0047
28,1767.9181835160232,0.0012854565418093282,0.0058
29,1685.283429711127,0.0018250679717433064,0.0062
30,1606.4312526649053,0.0023346453703265995,0.0058
31,1531.2889105166148,0.0027521184061011245,0.0048
32,1459.7109195447679,0.0030324360320408534,0.0034
33,1391.4063123063895,0.003146565351173457,0.002
34,1326.302346940736,0.0030844950197153743,0.0022
35,1264.3262815870637,0.002857237515828523,0.0036
36,1205.1871488023976,0.002492824602106875,0.0051
37,1148.812206725994,0.002034305056819747,0.0062
38,1095.055971636365,0.0015327367332633034,0.0067
39,1043.845701672767,0.0010411797534904217,0.0065
40,995.035913113713,0.0006124940126783077,0.0056
41,948.4811222377151,0.00028602409189635913,0.0043
42,904.1085871840295,8.370484537435976e-05,0.0027
43,861.8455660919125,1.1883465071087793e-06,0.0011
44,821.5465752398768,0.0,5.2e-18
45,783.1388727671784,0.0,2.5e-17
46,746.4769749523301,0.0,1.2e-17
47,711.5681559814059,0.0,7.2e-18
48,678.2887546911418,0.0,1.2e-17
49,646.5587550347193,0.0,5.8e-18
50,616.3199635235438,0.0,1e-17
51,587.4923641107969,3.384835333222227e-05,0.001
52,560.0177633078838,0.00044850820150356624,0.0025
53,533.8234192540606,0.0015097106425611116,0.0041
54,508.85841264680664,0.003403856886410994,0.0056
55,485.05727581145266,0.0062360660427806126,0.0067
56,462.36908944547804,0.01003136647112887,0.0072
57,440.7429342463621,0.014756720736970015,0.0072
58,420.12789091158425,0.0202829825054961,0.0067
59,400.48031432469827,0.026439958932386574,0.0058
60,381.7492851831834,0.033017411798186645,0.0046
61,363.898432556668,0.0397550461645237,0.0035
62,346.87683714263113,0.04635252171789089,0.0033
63,330.64812801070127,0.05250949814478136,0.0043
64,315.18320841658067,0.05794565781925539,0.0056
65,300.44570742989754,0.06235064908402256,0.007
66,286.39197993420566,0.06549421103206096,0.008
67,273.0002033712819,0.06716610544391576,0.0086
68,260.22673262468,0.06723618485040068,0.0086
69,248.05701932225108,0.06564438118881438,0.0082
70,236.45469253362347,0.062400705802940375,0.0071
71,225.39792970057397,0.05762529481818142,0.0057
72,214.85763407880506,0.05152838645399231,0.004
73,204.80470892401922,0.04441032102387991,0.0025
74,195.2246058640678,0.03664151824783599,0.0022
75,186.09550234072753,0.02866247725233728,0.0032
76,177.39557579577541,0.0209637538827783,0.0043
77,169.0957294849139,0.014005869953202885,0.005
78,161.1886892220686,0.008213306440034056,0.005
79,153.64535826294207,0.003914435419372643,0.0042
80,146.4584624214599,0.001249415704188506,0.0029
81,139.6134533254733,0.00010281650065717914,0.0013
82,133.08123423068486,0.0,1.9e-17
83,126.85453095102011,0.0,3.5e-17
84,120.92606930040475,0.0,2.9e-17
85,115.26675253454125,0.0,2.4e-17
86,109.8765806534296,0.0,2.8e-17
87,104.74100528492109,0.0,4.3e-17
88,99.83820387079254,0.0,1.2e-17
89,95.16817641104399,0.0,3.2e-17
90,90.71637453352668,0.0,2.1e-17
91,86.47552405216625,0.0,7.9e-18
92,82.43107659481392,0.0,1.4e-17
93,78.57575797539533,0.0,2.9e-17
94,74.90229400783612,0.0,2.4e-17
95,71.39686373859497,0.0,3e-17
96,68.05801233045698,0.0,2.9e-17
97,64.87482850431061,0.0,1.2e-17
98,61.840765492688945,0.0,2.7e-17
99,58.94782169091013,0.0,2.1e-17
100,56.190905168722125,0.0,3.1e-17
101,53.56274174005055,0.0,2.3e-17
102,51.057512056035904,0.0,6.8e-17
103,48.669396767818704,0.0,6e-17
104,46.39330394514686,0.0,3.4e-17
105,44.22341423916089,0.0,4.1e-17
106,42.155363138216174,0.0,5.4e-17
107,40.18333129345319,0.0,2.4e-17
