,radius(nm),distrib,err
108,38.30440903044221,0.0,1.6e-17
109,36.51277700032373,0.0,2.3e-17
110,34.80479811006055,0.0,1.7e-17
111,33.1768352666155,0.0,4.2e-17
112,31.62525137695138,0.0,2e-17
113,30.146409348031,0.0,1.2e-17
114,28.73594466820975,0.0,2.8e-17
115,27.39240250027275,0.0,9.7e-18
116,26.110690913967932,0.0,4.2e-17
117,24.88935507208042,0.0,1.6e-17
118,23.725485300180466,0.0,1.7e-17
119,22.616171923838333,0.0,2.6e-17
120,21.558505268624252,0.0,5.3e-17
121,20.54957566010848,0.0,1.7e-17
122,19.588655679683587,0.0,3e-17
123,18.672835652919815,0.0,3.6e-17
124,17.799205905387414,0.0,7.1e-17
125,16.967039018478953,0.0,2.7e-17
126,16.17342531776467,0.0,3e-17
127,15.416909966029706,0.0,2.3e-17
128,14.695310707451736,0.0,3.6e-17
129,14.008627542030766,0.0,3e-17
130,13.35322337672961,0.0,3.1e-17
131,12.728370792940822,0.0,3e-17
132,12.133342372056973,0.0,8.1e-17
133,11.565955858255746,0.0,4e-17
134,11.02475641432227,0.0,9.2e-17
135,10.509016621649106,0.0,7.3e-17
136,10.018009061628815,0.0,3.4e-17
137,9.548824059831649,0.0,2.8e-17
138,9.102189034865042,0.0,7.9e-18
139,8.676649149514123,0.0,3e-17
140,8.270749566564016,0.0,1.2e-17
141,7.883762867407283,0.0,6.4e-17
142,7.515689052043924,0.0,1.9e-17
143,7.16383667162642,0.0,2.7e-17
144,6.828787661040722,0.0,5.7e-17
145,6.50937815051493,0.0,2e-17
146,6.20495346330235,0.0,4.7e-17
147,5.9147134389347995,0.0,1.1e-17
148,5.63807614252633,0.0,1.2e-17
149,5.374386897330247,0.0,2.1e-17
150,5.123063768460602,0.0,3.1e-17
151,4.8834520791707,0.0,1.4e-17
152,4.6550426364353354,0.0,4.3e-17
153,4.437326247229301,0.0,2.6e-17
154,4.229793718527391,0.0,1.7e-17
155,4.0319358573044,0.0,1.6e-17
156,3.8433889542566075,0.0,2.1e-17
157,3.663571074498066,0.0,3.5e-17
158,3.492263992446542,0.0,1.7e-17
159,3.328885773216087,0.0,4.2e-17
160,3.1732181912244686,0.0,4.1e-17
161,3.0248247953072247,0.0,1.3e-17
162,2.883341876160637,0.0,2.6e-17
163,2.748478466341731,0.0,7.8e-18
164,2.61994359840753,0.0,1.9e-17
165,2.4973735630543166,0.0,1.6e-17
166,2.380550134699859,0.0,2.8e-17
167,2.2692550877619264,0.0,5.4e-18
168,2.1631247129367996,0.0,1.7e-17
169,2.061940784642248,0.0,2.7e-17
170,1.9654850772960397,0.0,1.4e-17
171,1.8735393653159433,0.0,1.8e-17
172,1.7859581649804723,0.0,1.4e-17
173,1.7023777669859073,0.0,1.4e-17
174,1.6227981713322481,0.0,1.2e-17
175,1.5468556687157766,0.0,1.1e-17
176,1.4745502591364923,0.0,2.7e-17
177,1.4055909751514204,0.0,1.8e-17
178,1.3398323330390731,0.0,2.2e-17
179,1.2771288490779635,0.0,1.4e-17
180,1.2174077814073472,0.0,9.3e-18
181,1.1605236463057371,0.0,3.6e-18
182,1.1061854763301582,0.0,1.5e-17
183,1.0544660133413541,0.0,1.1e-17
184,1.0051470317570939,0.0,1.3e-17
185,0.9581557897166334,0.0,7.4e-18
186,0.9133468034984853,0.0,1.2e-17
187,0.8706473312419059,0.0,1.2e-17
188,0.8299118892254077,0.0,1.1e-17
189,0.7910677355882468,0.0,3.1e-18
190,0.7540421284696798,0.0,1.1e-18
191,0.7188059711254088,0.0,7.4e-18
192,0.6851919572757234,0.0,3.5e-18
193,0.6531418934320286,0.0,5.2e-18
