ALV-6000/E-WIN Data
Date :	"10/16/2025"
Time :	"12:39:52 PM"
Samplename : 	"NaCl solvent"
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     292.24795
Viscosity [cp]  :	       1.02420
Refractive Index:	       1.33200
Wavelength [nm] :	     632.80000
Angle [°]       :	      98.99900
Duration [s]    :	        60
Runs            :	         1
Mode            :	"SINGLE AUTO CH0 "
MeanCR0 [kHz]   :	       9.45141
MeanCR1 [kHz]   :	       0.00000

"Correlation"
  1.25000E-004	  8.80465E-001
  2.50000E-004	  8.26524E-001
  3.75000E-004	  7.74080E-001
  5.00000E-004	  8.19032E-001
  6.25000E-004	  7.32126E-001
  7.50000E-004	  7.41116E-001
  8.75000E-004	  7.20139E-001
  1.00000E-003	  7.77077E-001
  1.12500E-003	  8.20530E-001
  1.25000E-003	  6.73689E-001
  1.37500E-003	  7.66589E-001
  1.50000E-003	  7.08152E-001
  1.62500E-003	  8.41507E-001
  1.75000E-003	  7.54602E-001
  1.87500E-003	  7.87566E-001
  2.00000E-003	  7.47110E-001
  2.25000E-003	  7.28380E-001
  2.50000E-003	  7.65090E-001
  2.75000E-003	  7.26132E-001
  3.00000E-003	  7.31377E-001
  3.25000E-003	  7.38869E-001
  3.50000E-003	  7.47110E-001
  3.75000E-003	  7.29878E-001
  4.00000E-003	  6.99908E-001
  4.50000E-003	  7.35869E-001
  5.00000E-003	  6.90543E-001
  5.50000E-003	  7.62462E-001
  6.00000E-003	  7.60214E-001
  6.50000E-003	  7.45980E-001
  7.00000E-003	  7.22380E-001
  7.50000E-003	  6.91664E-001
  8.00000E-003	  7.15079E-001
  9.00000E-003	  7.34745E-001
  1.00000E-002	  7.24069E-001
  1.10000E-002	  7.19948E-001
  1.20000E-002	  7.15453E-001
  1.30000E-002	  7.56097E-001
  1.40000E-002	  7.12831E-001
  1.50000E-002	  7.28190E-001
  1.60000E-002	  7.06270E-001
  1.80000E-002	  7.13855E-001
  2.00000E-002	  7.11795E-001
  2.20000E-002	  7.16103E-001
  2.40000E-002	  7.07113E-001
  2.60000E-002	  7.00651E-001
  2.80000E-002	  6.92035E-001
  3.00000E-002	  6.94376E-001
  3.20000E-002	  7.01156E-001
  3.60000E-002	  6.85564E-001
  4.00000E-002	  6.92353E-001
  4.40000E-002	  6.95022E-001
  4.80000E-002	  6.69784E-001
  5.20000E-002	  6.85985E-001
  5.60000E-002	  6.77182E-001
  6.00000E-002	  6.57614E-001
  6.40000E-002	  6.56416E-001
  7.20000E-002	  6.48527E-001
  8.00000E-002	  6.49253E-001
  8.80000E-002	  6.38648E-001
  9.60000E-002	  6.41153E-001
  1.04000E-001	  6.18703E-001
  1.12000E-001	  6.08449E-001
  1.20000E-001	  6.05242E-001
  1.28000E-001	  5.95551E-001
  1.44000E-001	  5.79821E-001
  1.60000E-001	  5.72061E-001
  1.76000E-001	  5.62805E-001
  1.92000E-001	  5.45775E-001
  2.08000E-001	  5.28781E-001
  2.24000E-001	  5.13460E-001
  2.40000E-001	  5.10183E-001
  2.56000E-001	  5.00213E-001
  2.88000E-001	  4.73751E-001
  3.20000E-001	  4.58243E-001
  3.52000E-001	  4.36328E-001
  3.84000E-001	  4.26597E-001
  4.16000E-001	  4.01875E-001
  4.48000E-001	  3.88369E-001
  4.80000E-001	  3.72838E-001
  5.12000E-001	  3.62449E-001
  5.76000E-001	  3.41137E-001
  6.40000E-001	  3.14919E-001
  7.04000E-001	  2.94887E-001
  7.68000E-001	  2.74017E-001
  8.32000E-001	  2.60590E-001
  8.96000E-001	  2.41549E-001
  9.60000E-001	  2.30399E-001
  1.02400E+000	  2.16617E-001
  1.15200E+000	  1.90115E-001
  1.28000E+000	  1.70194E-001
  1.40800E+000	  1.58778E-001
  1.53600E+000	  1.39083E-001
  1.66400E+000	  1.29507E-001
  1.79200E+000	  1.17324E-001
  1.92000E+000	  1.09058E-001
  2.01600E+000	  1.00479E-001
  2.27200E+000	  8.54685E-002
  2.52800E+000	  7.54369E-002
  2.78400E+000	  6.91276E-002
  3.04000E+000	  5.71535E-002
  3.29600E+000	  5.04530E-002
  3.55200E+000	  4.67187E-002
  3.80800E+000	  4.32292E-002
  4.06400E+000	  3.90024E-002
  4.57600E+000	  3.37985E-002
  5.08800E+000	  3.08698E-002
  5.60000E+000	  2.45051E-002
  6.11200E+000	  2.33458E-002
  6.62400E+000	  2.07156E-002
  7.13600E+000	  1.62456E-002
  7.64800E+000	  1.03494E-002
  8.16000E+000	  9.27426E-003
  9.18400E+000	  8.75605E-003
  1.02080E+001	  5.51308E-003
  1.12320E+001	  6.56317E-003
  1.22560E+001	  8.19436E-003
