ALV-6000/E-WIN Data
Date :	"9/26/2025"
Time :	"12:32:03 PM"
Samplename : 	"standaard_cal"
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     292.46150
Viscosity [cp]  :	380614152.61076
Refractive Index:	       1.49200
Wavelength [nm] :	     632.80000
Angle [°]       :	     149.99900
Duration [s]    :	        10
Runs            :	         1
Mode            :	"SINGLE AUTO CH0 "
MeanCR0 [kHz]   :	       5.90696
MeanCR1 [kHz]   :	       0.00000

"Correlation"
  1.25000E-004	  9.99121E-001
  2.50000E-004	  1.28906E-001
  3.75000E-004	  6.49052E-002
  5.00000E-004	  3.79823E-001
  6.25000E-004	  1.74112E-001
  7.50000E-004	  2.01545E-001
  8.75000E-004	  3.70865E-002
  1.00000E-003	 -1.75096E-001
  1.12500E-003	 -3.77456E-001
  1.25000E-003	  1.73726E-001
  1.37500E-003	  2.45755E-001
  1.50000E-003	  5.71561E-001
  1.62500E-003	 -2.43774E-001
  1.75000E-003	  4.31044E-001
  1.87500E-003	 -5.59830E-002
  2.00000E-003	  1.33446E-001
  2.25000E-003	  8.92886E-002
  2.50000E-003	 -1.70448E-001
  2.75000E-003	 -1.18936E-001
  3.00000E-003	  2.11107E-001
  3.25000E-003	  9.63690E-002
  3.50000E-003	 -1.15154E-001
  3.75000E-003	 -9.65609E-002
  4.00000E-003	 -7.54882E-003
  4.50000E-003	  2.69784E-001
  5.00000E-003	  1.49895E-001
  5.50000E-003	 -7.48149E-002
  6.00000E-003	  1.29509E-002
  6.50000E-003	  1.55216E-002
  7.00000E-003	  1.71685E-001
  7.50000E-003	 -1.36939E-002
  8.00000E-003	 -9.94815E-002
  9.00000E-003	  1.14308E-001
  1.00000E-002	  1.11351E-001
  1.10000E-002	  2.52929E-002
  1.20000E-002	  5.60017E-002
  1.30000E-002	 -4.67711E-002
  1.40000E-002	  1.43951E-001
  1.50000E-002	  9.04091E-002
  1.60000E-002	 -1.46334E-002
  1.80000E-002	  1.22012E-001
  2.00000E-002	 -2.31931E-002
  2.20000E-002	  7.18585E-002
  2.40000E-002	  1.21590E-001
  2.60000E-002	  4.21008E-002
  2.80000E-002	 -1.21471E-002
  3.00000E-002	  1.26558E-002
  3.20000E-002	  1.52278E-002
  3.60000E-002	 -2.33163E-002
  4.00000E-002	 -2.96349E-002
  4.40000E-002	  9.62729E-002
  4.80000E-002	 -4.17767E-002
  5.20000E-002	  4.58210E-002
  5.60000E-002	  1.28578E-001
  6.00000E-002	  2.97617E-002
  6.40000E-002	  1.66748E-002
  7.20000E-002	  3.47475E-002
  8.00000E-002	  1.38018E-002
  8.80000E-002	 -4.25679E-002
  9.60000E-002	 -1.20445E-002
  1.04000E-001	  6.60574E-002
  1.12000E-001	 -3.63666E-002
  1.20000E-001	  1.87340E-002
  1.28000E-001	  2.86860E-002
  1.44000E-001	  1.46372E-002
  1.60000E-001	 -3.35005E-003
  1.76000E-001	 -1.29196E-002
  1.92000E-001	  6.52286E-003
  2.08000E-001	  6.60689E-003
  2.24000E-001	  1.08018E-002
  2.40000E-001	  2.50816E-002
  2.56000E-001	  9.79235E-003
  2.88000E-001	  2.15472E-003
  3.20000E-001	  2.00051E-002
  3.52000E-001	  3.06662E-002
  3.84000E-001	  1.60391E-002
  4.16000E-001	 -5.02312E-003
  4.48000E-001	  8.81530E-004
  4.80000E-001	  3.54257E-002
  5.12000E-001	  1.70630E-002
  5.76000E-001	 -1.71486E-002
  6.40000E-001	 -1.31021E-002
  7.04000E-001	 -5.57410E-003
  7.68000E-001	  1.95843E-002
  8.32000E-001	  2.88052E-002
  8.96000E-001	  2.44307E-002
  9.60000E-001	 -3.11733E-003
  1.02400E+000	  1.07705E-002
  1.15200E+000	  1.66360E-002
  1.28000E+000	  1.79257E-003
  1.40800E+000	  1.93427E-002
  1.53600E+000	 -5.54623E-003
  1.66400E+000	  2.12404E-002
  1.79200E+000	  2.13127E-003
  1.92000E+000	  5.93349E-003
  2.01600E+000	  1.36512E-002
  2.27200E+000	  5.75475E-003
  2.52800E+000	  4.54450E-003
