ALV-6000/E-WIN Data
Date :	"9/26/2025"
Time :	"12:21:36 PM"
Samplename : 	"standaard_cal"
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     292.43491
Viscosity [cp]  :	381218778.99465
Refractive Index:	       1.49200
Wavelength [nm] :	     632.80000
Angle [°]       :	      69.99800
Duration [s]    :	        10
Runs            :	         1
Mode            :	"SINGLE AUTO CH0 "
MeanCR0 [kHz]   :	       3.10627
MeanCR1 [kHz]   :	       0.00000

"Correlation"
  1.25000E-004	  1.13421E+000
  2.50000E-004	  7.04078E-001
  3.75000E-004	  8.67897E-001
  5.00000E-004	  5.31717E-001
  6.25000E-004	  1.38239E+000
  7.50000E-004	  1.15007E-001
  8.75000E-004	 -6.17092E-002
  1.00000E-003	  2.48630E-002
  1.12500E-003	  1.11435E-001
  1.25000E-003	 -1.44621E-001
  1.37500E-003	  2.82110E-001
  1.50000E-003	  6.17331E-001
  1.62500E-003	  1.09198E-001
  1.75000E-003	 -5.68583E-002
  1.87500E-003	  2.39040E-002
  2.00000E-003	  5.74364E-001
  2.25000E-003	  3.25105E-001
  2.50000E-003	 -1.83216E-001
  2.75000E-003	  1.12276E+000
  3.00000E-003	  1.12538E-001
  3.25000E-003	 -2.66448E-001
  3.50000E-003	 -1.81226E-001
  3.75000E-003	  7.00511E-002
  4.00000E-003	 -1.39074E-001
  4.50000E-003	 -3.04400E-002
  5.00000E-003	  1.98054E-001
  5.50000E-003	  4.07880E-001
  6.00000E-003	  1.96103E-001
  6.50000E-003	  2.81914E-001
  7.00000E-003	 -1.17952E-001
  7.50000E-003	 -2.22134E-001
  8.00000E-003	 -2.46538E-001
  9.00000E-003	 -2.39902E-002
  1.00000E-002	 -2.39612E-003
  1.10000E-002	  4.05013E-002
  1.20000E-002	  4.08346E-001
  1.30000E-002	 -3.85188E-004
  1.40000E-002	 -1.72244E-001
  1.50000E-002	  2.31401E-001
  1.60000E-002	  5.41334E-002
  1.80000E-002	  1.17076E-002
  2.00000E-002	 -5.64248E-002
  2.20000E-002	  1.55641E-001
  2.40000E-002	  1.30930E-002
  2.60000E-002	 -8.19863E-002
  2.80000E-002	 -1.08460E-001
  3.00000E-002	  5.59204E-002
  3.20000E-002	  4.91713E-002
  3.60000E-002	 -8.91442E-002
  4.00000E-002	 -1.81752E-002
  4.40000E-002	 -6.22787E-003
  4.80000E-002	 -3.94048E-002
  5.20000E-002	 -1.08422E-001
  5.60000E-002	  7.51652E-003
  6.00000E-002	  4.54145E-002
  6.40000E-002	  1.08164E-001
  7.20000E-002	  9.27130E-002
  8.00000E-002	  8.84443E-003
  8.80000E-002	  1.02268E-001
  9.60000E-002	 -8.53784E-002
  1.04000E-001	 -8.29867E-002
  1.12000E-001	  6.19805E-002
  1.20000E-001	 -1.01025E-001
  1.28000E-001	 -1.98907E-002
  1.44000E-001	 -4.84424E-002
  1.60000E-001	  4.56177E-002
  1.76000E-001	  8.88613E-002
  1.92000E-001	  4.35997E-002
  2.08000E-001	 -3.18704E-002
  2.24000E-001	 -4.30008E-003
  2.40000E-001	 -7.59927E-002
  2.56000E-001	  1.02342E-002
  2.88000E-001	 -3.29574E-002
  3.20000E-001	 -3.17123E-002
  3.52000E-001	 -1.42925E-002
  3.84000E-001	  1.68292E-002
  4.16000E-001	  5.38682E-002
  4.48000E-001	 -3.78470E-003
  4.80000E-001	  3.61918E-002
  5.12000E-001	  4.89106E-002
  5.76000E-001	  3.60041E-002
  6.40000E-001	  3.65508E-002
  7.04000E-001	 -9.40572E-003
  7.68000E-001	  3.46457E-004
  8.32000E-001	 -7.92898E-003
  8.96000E-001	 -1.64362E-002
  9.60000E-001	  5.40470E-002
  1.02400E+000	  3.45983E-002
  1.15200E+000	 -3.52795E-002
  1.28000E+000	 -7.18283E-003
  1.40800E+000	  2.22531E-002
  1.53600E+000	  2.84838E-002
  1.66400E+000	  8.62382E-003
  1.79200E+000	 -1.66756E-002
  1.92000E+000	  3.10430E-002
  2.01600E+000	  2.45966E-002
  2.27200E+000	  2.31385E-003
  2.52800E+000	  2.16722E-002
  2.78400E+000	  1.93410E-002
  3.04000E+000	 -1.34956E-002
  3.29600E+000	 -1.41961E-002
  3.55200E+000	  6.99736E-003
  3.80800E+000	 -3.48195E-003
  4.06400E+000	  3.90176E-003
  4.57600E+000	 -6.64168E-003
  5.08800E+000	  8.96783E-003
  5.60000E+000	  2.28920E-002
  6.11200E+000	  1.03584E-002
  6.62400E+000	 -9.12853E-003
  7.13600E+000	 -1.36338E-002
  7.64800E+000	 -7.91045E-003
  8.16000E+000	  3.69843E-004
  9.18400E+000	  5.31952E-003
  1.02080E+001	  9.99422E-003
  1.12320E+001	  2.81535E-003
  1.22560E+001	 -1.51644E-003
  1.32800E+001	  5.48102E-003
  1.43040E+001	  7.56174E-003
  1.53280E+001	  1.34003E-002
  1.63520E+001	  5.71998E-003
  1.84000E+001	  2.62435E-003
  2.04480E+001	 -1.88622E-003
  2.24960E+001	  7.15098E-003
  2.45440E+001	  4.23452E-003
  2.65920E+001	  5.99623E-003
  2.86400E+001	 -3.57729E-003
  3.06880E+001	  2.03639E-003
  3.27360E+001	  4.10253E-003
  3.68320E+001	  1.61183E-005
  4.09280E+001	  8.92183E-004
  4.50240E+001	  4.62241E-004
  4.91200E+001	  5.88640E-004
  5.32160E+001	  1.24446E-003
  5.73120E+001	  4.29295E-004
  6.14080E+001	 -2.67378E-003
  6.55040E+001	 -2.44455E-003
  7.36960E+001	 -1.63385E-003
  8.18880E+001	 -2.97497E-004
  9.00800E+001	 -2.49320E-003
  9.82720E+001	 -1.70270E-003
  1.06464E+002	  6.63767E-004
  1.14656E+002	  2.80982E-003
  1.22848E+002	 -5.18647E-005
  1.31040E+002	  1.80570E-004
  1.47424E+002	  1.01398E-004
  1.63808E+002	  2.52269E-004
  1.80192E+002	  3.53279E-004
  1.96576E+002	 -1.60164E-003
  2.12960E+002	 -1.97222E-004
  2.29344E+002	  1.30456E-003
  2.45728E+002	 -1.28121E-004
  2.62112E+002	 -8.33805E-004
  2.94880E+002	 -2.24283E-003
