ALV-6000/E-WIN Data
Date :	"11/6/2025"
Time :	"2:54:09 PM"
Samplename : 	"NaCl - .99 micrometer"
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     292.16721
Viscosity [cp]  :	       1.02624
Refractive Index:	       1.33200
Wavelength [nm] :	     632.80000
Angle [°]       :	      29.99800
Duration [s]    :	        20
Runs            :	         1
Mode            :	"SINGLE AUTO CH0 "
MeanCR0 [kHz]   :	     882.36829
MeanCR1 [kHz]   :	       0.00000

"Correlation"
  1.25000E-004	  4.12594E+000
  2.50000E-004	  5.40014E+000
  3.75000E-004	  5.40456E+000
  5.00000E-004	  5.38647E+000
  6.25000E-004	  5.38591E+000
  7.50000E-004	  5.37906E+000
  8.75000E-004	  5.36905E+000
  1.00000E-003	  5.38186E+000
  1.12500E-003	  5.36825E+000
  1.25000E-003	  5.36513E+000
  1.37500E-003	  5.36881E+000
  1.50000E-003	  5.36814E+000
  1.62500E-003	  5.37335E+000
  1.75000E-003	  5.37345E+000
  1.87500E-003	  5.36599E+000
  2.00000E-003	  5.36792E+000
  2.25000E-003	  5.36733E+000
  2.50000E-003	  5.37053E+000
  2.75000E-003	  5.36168E+000
  3.00000E-003	  5.36712E+000
  3.25000E-003	  5.36935E+000
  3.50000E-003	  5.36228E+000
  3.75000E-003	  5.35941E+000
  4.00000E-003	  5.36682E+000
  4.50000E-003	  5.36535E+000
  5.00000E-003	  5.36247E+000
  5.50000E-003	  5.36558E+000
  6.00000E-003	  5.36415E+000
  6.50000E-003	  5.36867E+000
  7.00000E-003	  5.36210E+000
  7.50000E-003	  5.36163E+000
  8.00000E-003	  5.36299E+000
  9.00000E-003	  5.36294E+000
  1.00000E-002	  5.36166E+000
  1.10000E-002	  5.36472E+000
  1.20000E-002	  5.36581E+000
  1.30000E-002	  5.36424E+000
  1.40000E-002	  5.36308E+000
  1.50000E-002	  5.36373E+000
  1.60000E-002	  5.36308E+000
  1.80000E-002	  5.36314E+000
  2.00000E-002	  5.36094E+000
  2.20000E-002	  5.36221E+000
  2.40000E-002	  5.36262E+000
  2.60000E-002	  5.36115E+000
  2.80000E-002	  5.36231E+000
  3.00000E-002	  5.35977E+000
  3.20000E-002	  5.36041E+000
  3.60000E-002	  5.35923E+000
  4.00000E-002	  5.36021E+000
  4.40000E-002	  5.35861E+000
  4.80000E-002	  5.35700E+000
  5.20000E-002	  5.35666E+000
  5.60000E-002	  5.35639E+000
  6.00000E-002	  5.35574E+000
  6.40000E-002	  5.35494E+000
  7.20000E-002	  5.35426E+000
  8.00000E-002	  5.35363E+000
  8.80000E-002	  5.35144E+000
  9.60000E-002	  5.35005E+000
  1.04000E-001	  5.34904E+000
  1.12000E-001	  5.34744E+000
  1.20000E-001	  5.34605E+000
  1.28000E-001	  5.34432E+000
  1.44000E-001	  5.34093E+000
  1.60000E-001	  5.33920E+000
  1.76000E-001	  5.33581E+000
  1.92000E-001	  5.33260E+000
  2.08000E-001	  5.33006E+000
  2.24000E-001	  5.32652E+000
  2.40000E-001	  5.32430E+000
  2.56000E-001	  5.32116E+000
  2.88000E-001	  5.31538E+000
  3.20000E-001	  5.30941E+000
  3.52000E-001	  5.30408E+000
  3.84000E-001	  5.29800E+000
  4.16000E-001	  5.29284E+000
  4.48000E-001	  5.28762E+000
  4.80000E-001	  5.28156E+000
  5.12000E-001	  5.26582E+000
  5.76000E-001	  5.25495E+000
  6.40000E-001	  5.24335E+000
  7.04000E-001	  5.23227E+000
  7.68000E-001	  5.22086E+000
  8.32000E-001	  5.20993E+000
  8.96000E-001	  5.19870E+000
  9.60000E-001	  5.18770E+000
  1.02400E+000	  5.17586E+000
  1.15200E+000	  5.15409E+000
  1.28000E+000	  5.13208E+000
  1.40800E+000	  5.11036E+000
  1.53600E+000	  5.08860E+000
  1.66400E+000	  5.06707E+000
  1.79200E+000	  5.04557E+000
  1.92000E+000	  5.02413E+000
  2.01600E+000	  5.02360E+000
  2.27200E+000	  4.98102E+000
  2.52800E+000	  4.93847E+000
  2.78400E+000	  4.89619E+000
  3.04000E+000	  4.85491E+000
  3.29600E+000	  4.81375E+000
  3.55200E+000	  4.77341E+000
  3.80800E+000	  4.73379E+000
  4.06400E+000	  4.69480E+000
  4.57600E+000	  4.61759E+000
  5.08800E+000	  4.54124E+000
  5.60000E+000	  4.46673E+000
  6.11200E+000	  4.39394E+000
  6.62400E+000	  4.32242E+000
  7.13600E+000	  4.25253E+000
  7.64800E+000	  4.18329E+000
  8.16000E+000	  4.11562E+000
  9.18400E+000	  3.98265E+000
  1.02080E+001	  3.85208E+000
  1.12320E+001	  3.72492E+000
  1.22560E+001	  3.60282E+000
  1.32800E+001	  3.48571E+000
  1.43040E+001	  3.37307E+000
  1.53280E+001	  3.26494E+000
  1.63520E+001	  3.16101E+000
  1.84000E+001	  2.96395E+000
  2.04480E+001	  2.77865E+000
  2.24960E+001	  2.60521E+000
  2.45440E+001	  2.44609E+000
  2.65920E+001	  2.29906E+000
  2.86400E+001	  2.15974E+000
  3.06880E+001	  2.02966E+000
  3.27360E+001	  1.91258E+000
  3.68320E+001	  1.69322E+000
  4.09280E+001	  1.51529E+000
  4.50240E+001	  1.36008E+000
  4.91200E+001	  1.21106E+000
  5.32160E+001	  1.07117E+000
  5.73120E+001	  9.55565E-001
  6.14080E+001	  8.60564E-001
  6.55040E+001	  7.77115E-001
  7.36960E+001	  6.35418E-001
  8.18880E+001	  5.42022E-001
  9.00800E+001	  4.59066E-001
  9.82720E+001	  3.87851E-001
  1.06464E+002	  3.40136E-001
  1.14656E+002	  3.09582E-001
  1.22848E+002	  2.73682E-001
  1.31040E+002	  2.41663E-001
  1.47424E+002	  1.72858E-001
  1.63808E+002	  1.36805E-001
  1.80192E+002	  1.27388E-001
  1.96576E+002	  1.06477E-001
  2.12960E+002	  7.13276E-002
  2.29344E+002	  6.65059E-002
  2.45728E+002	  6.05902E-002
  2.62112E+002	  1.66911E-002
  2.94880E+002	 -1.55305E-002
  3.27648E+002	  8.59972E-003
  3.60416E+002	  2.81015E-003
  3.93184E+002	 -2.28840E-003
  4.25952E+002	  2.26040E-002
  4.58720E+002	  2.23315E-003
  4.91488E+002	 -5.27313E-002
  5.24256E+002	 -5.41395E-002
  5.89792E+002	 -1.33204E-002
  6.55328E+002	 -9.31074E-002
  7.20864E+002	 -2.81439E-002
  7.86400E+002	 -5.69502E-002
  8.51936E+002	 -2.84593E-002
  9.17472E+002	  8.49685E-003
  9.83008E+002	  3.51855E-002
  1.04854E+003	 -3.26356E-002
  1.17962E+003	  9.11111E-002
  1.31069E+003	 -1.82985E-002
  1.44176E+003	 -1.00805E-001
  1.57283E+003	  2.29511E-002
  1.70390E+003	  7.38767E-002
  1.83498E+003	  5.42289E-002
  1.96605E+003	 -3.64694E-002
  2.09712E+003	 -8.26645E-002
  2.35926E+003	 -1.34978E-001
  2.62141E+003	 -1.27739E-001
  2.88355E+003	 -1.17668E-002
  3.14570E+003	 -6.86899E-002
  3.40784E+003	  7.08703E-002
  3.66998E+003	  3.06571E-002
  3.93213E+003	 -1.09508E-001
  4.19427E+003	 -1.22493E-001
  4.71856E+003	  6.96704E-003
  5.24285E+003	  4.03624E-002
  5.76714E+003	 -5.94858E-002
  6.29142E+003	  7.04773E-002
  6.81571E+003	  7.66051E-002
  7.34000E+003	  1.53535E-002
  7.86429E+003	 -2.37107E-002

"Count Rate"
