ALV-6000/E-WIN Data
Date :	"11/6/2025"
Time :	"5:03:17 PM"
Samplename : 	"NaCl - .99 micrometer"
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     292.25426
Viscosity [cp]  :	       1.02404
Refractive Index:	       1.33200
Wavelength [nm] :	     632.80000
Angle [°]       :	     149.99900
Duration [s]    :	        20
Runs            :	         1
Mode            :	"SINGLE AUTO CH0 "
MeanCR0 [kHz]   :	     238.76431
MeanCR1 [kHz]   :	       0.00000

"Correlation"
  1.25000E-004	  6.19013E+000
  2.50000E-004	  8.09010E+000
  3.75000E-004	  8.07789E+000
  5.00000E-004	  8.06351E+000
  6.25000E-004	  8.03990E+000
  7.50000E-004	  8.02620E+000
  8.75000E-004	  8.02077E+000
  1.00000E-003	  8.01470E+000
  1.12500E-003	  8.01882E+000
  1.25000E-003	  8.03837E+000
  1.37500E-003	  7.99697E+000
  1.50000E-003	  8.00983E+000
  1.62500E-003	  7.99761E+000
  1.75000E-003	  8.01276E+000
  1.87500E-003	  8.00325E+000
  2.00000E-003	  8.00121E+000
  2.25000E-003	  8.00220E+000
  2.50000E-003	  8.00416E+000
  2.75000E-003	  7.99577E+000
  3.00000E-003	  7.99716E+000
  3.25000E-003	  7.99530E+000
  3.50000E-003	  7.99792E+000
  3.75000E-003	  8.00175E+000
  4.00000E-003	  8.00459E+000
  4.50000E-003	  7.99808E+000
  5.00000E-003	  7.99490E+000
  5.50000E-003	  7.99463E+000
  6.00000E-003	  8.00363E+000
  6.50000E-003	  7.97973E+000
  7.00000E-003	  7.98352E+000
  7.50000E-003	  7.98640E+000
  8.00000E-003	  7.98462E+000
  9.00000E-003	  7.97821E+000
  1.00000E-002	  7.96917E+000
  1.10000E-002	  7.96739E+000
  1.20000E-002	  7.96183E+000
  1.30000E-002	  7.96983E+000
  1.40000E-002	  7.95466E+000
  1.50000E-002	  7.95419E+000
  1.60000E-002	  7.95161E+000
  1.80000E-002	  7.94268E+000
  2.00000E-002	  7.93787E+000
  2.20000E-002	  7.93202E+000
  2.40000E-002	  7.92307E+000
  2.60000E-002	  7.92059E+000
  2.80000E-002	  7.91344E+000
  3.00000E-002	  7.90639E+000
  3.20000E-002	  7.89759E+000
  3.60000E-002	  7.88561E+000
  4.00000E-002	  7.87024E+000
  4.40000E-002	  7.85702E+000
  4.80000E-002	  7.84017E+000
  5.20000E-002	  7.82336E+000
  5.60000E-002	  7.81237E+000
  6.00000E-002	  7.79543E+000
  6.40000E-002	  7.78262E+000
  7.20000E-002	  7.75646E+000
  8.00000E-002	  7.72703E+000
  8.80000E-002	  7.69820E+000
  9.60000E-002	  7.66971E+000
  1.04000E-001	  7.63918E+000
  1.12000E-001	  7.61493E+000
  1.20000E-001	  7.58510E+000
  1.28000E-001	  7.55837E+000
  1.44000E-001	  7.50416E+000
  1.60000E-001	  7.44696E+000
  1.76000E-001	  7.39154E+000
  1.92000E-001	  7.33851E+000
  2.08000E-001	  7.28429E+000
  2.24000E-001	  7.23105E+000
  2.40000E-001	  7.17730E+000
  2.56000E-001	  7.12376E+000
  2.88000E-001	  7.02129E+000
  3.20000E-001	  6.91830E+000
  3.52000E-001	  6.81562E+000
  3.84000E-001	  6.71635E+000
  4.16000E-001	  6.61733E+000
  4.48000E-001	  6.52052E+000
  4.80000E-001	  6.42587E+000
  5.12000E-001	  6.33161E+000
  5.76000E-001	  6.14734E+000
  6.40000E-001	  5.96850E+000
  7.04000E-001	  5.79646E+000
  7.68000E-001	  5.62954E+000
  8.32000E-001	  5.46838E+000
  8.96000E-001	  5.31204E+000
  9.60000E-001	  5.16030E+000
  1.02400E+000	  5.01148E+000
  1.15200E+000	  4.73382E+000
  1.28000E+000	  4.47303E+000
  1.40800E+000	  4.22945E+000
  1.53600E+000	  4.00262E+000
  1.66400E+000	  3.78841E+000
  1.79200E+000	  3.58735E+000
  1.92000E+000	  3.39667E+000
  2.01600E+000	  3.26627E+000
  2.27200E+000	  2.93540E+000
  2.52800E+000	  2.64316E+000
  2.78400E+000	  2.38296E+000
  3.04000E+000	  2.15167E+000
  3.29600E+000	  1.94656E+000
  3.55200E+000	  1.76469E+000
  3.80800E+000	  1.60487E+000
  4.06400E+000	  1.46597E+000
  4.57600E+000	  1.22022E+000
  5.08800E+000	  1.02301E+000
  5.60000E+000	  8.73420E-001
  6.11200E+000	  7.55735E-001
  6.62400E+000	  6.56895E-001
  7.13600E+000	  5.73382E-001
  7.64800E+000	  5.04955E-001
  8.16000E+000	  4.52373E-001
  9.18400E+000	  3.67449E-001
  1.02080E+001	  3.00660E-001
